"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FR010","Montpellier","GINI","Gini (at disposable income, after taxes and transfers)","2015","2015","RATIO","Ratio","0","Units",,,0.3,,
"USA36","Jefferson (KY)","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,38103,,
"USA59","El Paso (TX)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.3,,
"IT006","Genoa","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.1,,
"JPN08","Hiroshima","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,23192,,
"MEX17","Morelia","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,5195,,
"CAN10","London","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,30121,,
"CAN16","Sherbrooke","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,28196,,
"USA32","Milwaukee","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"USA93","Forsyth","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,34837,,
"USA33","Jacksonville","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.2,,
"FI001","Helsinki","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,29421,,
"JPN02","Higashiosaka","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,24151,,
"AUS02","Greater Melbourne","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,38054,,
"USA39","Oklahoma","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"USA57","Kern","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,29243,,
"USA05","San Francisco (Greater)","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,58881,,
"USA06","Philadelphia (Greater)","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"NL004","Utrecht","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,29739,,
"IT002","Milan","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,32218,,
"JPN23","Toyohashi","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,22707,,
"USA16","San Diego","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"USA74","Lee","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,39528,,
"IT005","Palermo","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.3,,
"FR006","Strasbourg","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2015","2015","RATIO","Ratio","0","Units",,,0.1,,
"UK002","West Midlands urban area","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,24508,,
"FR032","Toulon","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,27964,,
"MEX31","Tuxtla Gutierrez","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,6697,,
"MEX09","Merida","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,6203,,
"IT005","Palermo","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.1,,
"IT009","Bologna","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.3,,
"AT003","Linz","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2015","2015","RATIO","Ratio","0","Units",,,0.1,,
"DE014","Nuremberg","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,30642,,
"FR026","Grenoble","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,30127,,
"DE517","Osnabruck","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,26851,,
"CAN03","Vancouver","GINI","Gini (at disposable income, after taxes and transfers)","2015","2015","RATIO","Ratio","0","Units",,,0.4,,
"USA88","Fayette","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,39042,,
"MEX30","Durango","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,5333,,
"USA63","Richland","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.3,,
"USA20","Portland","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"PT002","Porto","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2015","2015","RATIO","Ratio","0","Units",,,0.1,,
"MEX39","Orizaba","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,3823,,
"USA23","Orange","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.2,,
"USA83","Hamilton (TN)","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,36168,,
"DE007","Stuttgart","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,32623,,
"MEX13","Mexicali","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,7374,,
"USA27","New Haven","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"USA80","Dane","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.1,,
"MEX26","Xalapa","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,4905,,
"FR001","Paris","GINI","Gini (at disposable income, after taxes and transfers)","2015","2015","RATIO","Ratio","0","Units",,,0.3,,
"SE003","Malmo","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,31115,,
"USA71","El Paso (CO)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.1,,
"MEX32","Pachuca de Soto","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2015","2015","USD","US Dollar","0","Units",,,5703,,
"BE003","Gent","GINI","Gini (at disposable income, after taxes and transfers)","2015","2015","RATIO","Ratio","0","Units",,,0.3,,
"USA38","Davidson","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,44769,,
"USA34","Salt Lake","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"USA61","Worcester","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2015","2015","RATIO","Ratio","0","Units",,,0.1,,
"USA65","Sarasota","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"JPN15","Niigata","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,20662,,
"USA84","Utah","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.3,,
"JPN25","Matsuyama","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,20964,,
"FR009","Lille","GINI","Gini (at disposable income, after taxes and transfers)","2015","2015","RATIO","Ratio","0","Units",,,0.3,,
"USA46","Richmond (Greater)","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"USA09","Miami (Greater)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.2,,
"USA50","Pima","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,36386,,
"NL003","Rotterdam","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,27631,,
"USA53","Providence","GINI","Gini (at disposable income, after taxes and transfers)","2016","2016","RATIO","Ratio","0","Units",,,0.4,,
"CAN02","Montreal","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,38802,,
"USA02","Los Angeles (Greater)","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2015","2015","RATIO","Ratio","0","Units",,,0.2,,
"USA42","New Orleans","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.2,,
"AUS06","Gold Coast","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,40494,,
"DE003","Munich","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2013","2013","USD","US Dollar","0","Units",,,38751,,
"USA21","Cincinnati","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","2016","2016","RATIO","Ratio","0","Units",,,0.1,,
"USA81","Brevard","INCOME_DISP_HH_REAL_PPP","Disposable Income per equivalised household (in USD constant prices, constant PPP, base year 2010)","2016","2016","USD","US Dollar","0","Units",,,38278,,
